Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
mLepTim1.1_al	GCA_040893755.1		Lepus timidus								Chromosome	2024-07-26	JBEDNU01	109
mPipPip1.1	GCA_903992545.1		Pipistrellus pipistrellus								Chromosome	2020-08-06	CAJEUD01	322
S_20_00708_Flye_assembly_V1.1	GCA_029941395.3		Monodon monoceros					S_20_00708	male		Chromosome	2024-04-10	JARJCT02	6368
CIBIO-ISEM_LeTim_1.1	GCA_009760805.1		Lepus timidus				Ireland	LTM.BIO.3104	female		Chromosome	2019-12-17	VUAX01	4205
SPRET_EiJ_v1	GCA_001624865.1		Mus spretus		SPRET/EiJ				female		Chromosome	2016-04-26	LVXV01	5403
Sciurus_carolinensis_HiC	GCA_028643795.1		Sciurus carolinensis					Sample1784	female		Chromosome	2023-02-16	JAQQSG01	2067066
ASM2306583v1	GCA_023065835.1		Hippopotamus amphibius					ZL_2021a	male		Chromosome	2022-04-22	JAKVTS01	697
mCarSyr1.hap2	GCA_059932575.1		Carlito syrichta fraterculus					mCarSyr1	male		Chromosome	2026-08-07	JCASOB01	777
mCarSyr1.hap1	GCA_059932695.1		Carlito syrichta fraterculus					mCarSyr1	male		Chromosome	2026-08-07	JCASOA01	1113
HU_Ppol_1.3.3	GCA_003704135.2		Peromyscus polionotus subgriseus					PO	female		Chromosome	2019-04-26	RCWS02	5292
SNNU_Nneo_1	GCA_030324275.1		Neofelis nebulosa					NNE20_3_p1	female		Chromosome	2023-06-28	JASWHX01	216
ASM4860315v1	GCA_048603155.1		Panthera uncia				Qinghai	LY-2025	female		Chromosome	2025-03-18	JBMBWT01	27
mTamHud3.hap2	GCA_057657875.1		Tamiasciurus hudsonicus					mTamHud3	female		Chromosome	2026-05-15	JBXXPP01	96
ASM5286311v1	GCA_052863115.1		Equus kiang					ZYL	male		Chromosome	2025-09-26	JAOURB01	1593
mTapInd1.hap2	GCA_031878705.1		Tapirus indicus					mTapInd1	female	GCA_031878705.1-GB_2026_01_30	Chromosome	2023-09-25	JAVSPQ01	192
ASM3006286v2	GCA_030062865.2		Delphinus delphis	common dolphin				KD-2022	male		Chromosome	2024-03-15	JAPTYN02	187
mAxiPor1.hap2	GCA_054883225.1		Axis porcinus					mAxiPor1	male		Chromosome	2026-01-30	JBTXHP01	1968
mTapInd1.hap1	GCA_031878655.1		Tapirus indicus					mTapInd1	female		Chromosome	2023-09-25	JAVSPP01	259
ASM5194299v1	GCA_051942995.1		Panthera uncia					Ounce	male		Chromosome	2025-08-12	JBKIIJ01	280
DamDam1_v1.mat	GCA_048126745.1		Dama dama					SK-2024	male	GCA_048126745.1-GB_2025_08_13	Chromosome	2025-02-27	JBLUUJ01	1303
DamDam1_v1.pat	GCA_048127045.1		Dama dama					SK-2024	male		Chromosome	2025-02-27	JBLUUI01	310
ASM2559416v1	GCA_025594165.1		Tamias sibiricus					XY-2022	female		Chromosome	2022-10-06	JAKELJ01	2095
ASM4018294v1	GCA_040182945.1		Dugong dugon					CNS0813577			Chromosome	2024-06-14	JBEFZG01	2919
Panthera_uncia_HiC	GCA_028646445.1		Panthera uncia					Sample0579	female		Chromosome	2023-02-21	JAQQSR01	108642
Grampus_griseus_HiC	GCA_028646425.1		Grampus griseus					Sample2556	female		Chromosome	2023-02-16	JAQQSP01	773381
pl-1k	GCA_028646535.1		Procyon lotor					Sample0574	female		Chromosome	2023-02-16	JAQQSY01	819431
Charlie1.0	GCA_000772465.1		Nasalis larvatus					Charlie	male		Chromosome	2014-11-10	JMHX01	319549
ASM4819716v1	GCA_048197165.1		Mustela nivalis		MNIV1m		Novosibirsk		male		Chromosome	2025-02-28	JBGGWR01	16700
mDicSum1.hap2	GCA_060039925.1		Dicerorhinus sumatrensis sumatrensis					mDicSum1	male		Chromosome	2026-08-12	JCAJRH01	888
Diceros_bicornis_HiC	GCA_028533375.1		Diceros bicornis					Sample0434	female		Chromosome	2023-02-09	JAQIGC01	636610
mTamHud2.hap2	GCA_057931055.1		Tamiasciurus hudsonicus grahamensis					mTamHud2	male		Chromosome	2026-06-04	JBYDJJ01	426
mTamHud2.hap1	GCA_057930835.1		Tamiasciurus hudsonicus grahamensis					mTamHud2	male		Chromosome	2026-06-04	JBYDJI01	488
mMusNiv1.hap2	GCA_057128425.1		Mustela nivalis vulgaris					mMusNiv1	male		Chromosome	2026-04-30	JBXGLG01	4263
mMusNiv1.hap1	GCA_057128415.1		Mustela nivalis vulgaris					mMusNiv1	male		Chromosome	2026-04-30	JBXGLF01	4177
mOryAfe1.hap2	GCA_054668755.1		Orycteropus afer					mOryAfe1	male		Chromosome	2026-01-23	JBTXHH01	269
mOryAfe1.hap1	GCA_054668785.1		Orycteropus afer					mOryAfe1	male		Chromosome	2026-01-23	JBTXHG01	353
ASM3396157v1	GCA_033961575.1		Aselliscus stoliczkanus					M181119	male		Chromosome	2023-11-28	JAWWOG01	191
mMicPen1.hap2	GCA_037039175.1		Microtus pennsylvanicus					mMicPen1	male		Chromosome	2024-03-06	JBANDR01	143
mEquGre1.hap1	GCA_057876975.1		Equus grevyi					mEquGre1	female		Chromosome	2026-06-03	JBXADB01	767
mMicPen_UCD_v1_hap1	GCA_984569935.1		Microtus pennsylvanicus								Chromosome	2026-07-04	CFHEUO01	105
HLeliQue1B	GCA_051143595.1		Eliomys quercinus				Western European	TS-2025a			Chromosome	2025-06-30	JBOITX01	136
mMicPen_UCD_v1_hap2	GCA_984569955.1		Microtus pennsylvanicus								Chromosome	2026-07-04	CFHEUN01	52
mMyoDau2.hap2.2	GCA_963242275.2		Myotis daubentonii								Chromosome	2025-04-09	CAUJLF02	208
mIniGeo1.hap2	GCA_036417475.1		Inia geoffrensis					mIniGeo1	male		Chromosome	2024-02-06	JAZAQU01	800
mMusLut1.4	GCA_964264385.1		Mustela lutreola								Chromosome	2024-09-18	CAXVYP01	29
mEubGla1.1.hap1	GCA_028571275.2		Eubalaena glacialis					mEubGla1	male		Chromosome	2023-02-09	JAQRBJ01	938
mMusErm2.hap1.1	GCA_965636865.1		Mustela erminea								Chromosome	2025-07-09	CBFESM01	1035
mMusErm2.hap2.1	GCA_965636855.1		Mustela erminea								Chromosome	2025-07-09	CBFESL01	944
mMinNat1.hap2	GCA_054644305.1		Miniopterus natalensis					mMinNat1	female		Chromosome	2026-01-22	JBSYVD01	99
mMinNat1.hap1	GCA_054644295.1		Miniopterus natalensis					mMinNat1	female		Chromosome	2026-01-22	JBSYVC01	135
TBG_Ccri_1	GCA_058715845.1		Cricetus cricetus					Priska	female		Chromosome	2026-07-01	JBGOHG01	685
mCorTow1.1.hap1	GCA_026230055.2		Corynorhinus townsendii					COTO_CA2020_CCGP	male	GCA_026230055.2-GB_2026_01_12	Chromosome	2025-12-17	JAPDVT02	380
ASM4372795v1	GCA_043727955.1		Hipposideros larvatus				China	20210929_DDb	male		Chromosome	2024-10-24	JARCLT01	249
mSagOed1.hap1	GCA_054851365.1		Saguinus oedipus					mSagOed1	male		Chromosome	2026-01-30	JBUBGA01	2111
mSagOed1.hap2	GCA_054851435.1		Saguinus oedipus					mSagOed1	male		Chromosome	2026-01-30	JBUBGB01	880
mMesBid2.hap2.1	GCA_964148845.1		Mesoplodon bidens								Chromosome	2024-06-06	CAXLBO01	1152
OncTor_H1_v1	GCA_949787125.1		Onychomys torridus								Chromosome	2023-04-12	CATKUS01	1827
mmar.min_150.pseudohap2.1_HiC.purged	GCA_040938825.1		Martes martes		10xmmar				female		Chromosome	2024-07-30	JBEHDX01	20048
ASM6025213v1	GCA_060252135.1		Otocolobus manul					LD-2026			Chromosome	2026-08-19	JCANOO01	20
mfla.min_150.pseudohap2.1_HiC	GCA_040938845.1		Martes flavigula		10xmfla				male		Chromosome	2024-07-30	JBEHDW01	61354
Hydrochoerus_hydrochaeris_HiC	GCA_015741225.1		Hydrochoerus hydrochaeris					Pop	male		Chromosome	2020-12-04	JADBBS01	343877
vu-2k	GCA_028626985.1		Vombatus ursinus					Sample0158	female		Chromosome	2023-02-16	JAQQSX01	633732
Theropithecus_gelada_HiC	GCA_028533075.1		Theropithecus gelada					Sample2898			Chromosome	2023-02-10	JAQIFZ01	347802
Tapirus_terrestris_HiC	GCA_028533255.1		Tapirus terrestris					Sample2410	male		Chromosome	2023-02-10	JAPYYE01	1711479
Prionailurus_viverrinus_HiC	GCA_028551425.1		Prionailurus viverrinus					Sample0298	female		Chromosome	2023-02-09	JAQIGA01	395495
Papio_papio_HiC	GCA_028645565.1		Papio papio					Sample3915	male		Chromosome	2023-02-16	JAQQSL01	429164
Symphalangus_syndactylus_HiC	GCA_028642525.1		Symphalangus syndactylus					Sample0052	female		Chromosome	2023-02-16	JAQQSF01	797215
mRucEld1.hap1	GCA_054824865.1		Rucervus eldii thamin					mRucEld1	female		Chromosome	2026-01-29	JBTVSD01	3421
Lama_glama_HiC	GCA_028534125.1		Lama glama					Fiesta	female		Chromosome	2023-02-09	JAPYYK01	1072352
O.geoffroyi_Oge1_pat1.0	GCA_018350155.1	GCF_018350155.1	Leopardus geoffroyi					Oge1	male		Chromosome	2021-05-13	JAFEKB01	46
O.geoffroyi_Oge1_pat1.0	GCF_018350155.1	GCA_018350155.1	Leopardus geoffroyi					Oge1	male	NCBI Leopardus geoffroyi Annotation Release 100	Chromosome	2021-05-13	JAFEKB01	46
mRouMad1.hap1	GCA_059802055.1		Rousettus madagascariensis					mRouMad1	male		Chromosome	2026-08-04	JCASOM01	77
mCapNub1.hap2	GCA_054856215.1		Capra nubiana					mCapNub1	male		Chromosome	2026-01-30	JBTVNL01	554
mRhyNas2.hap1	GCA_037038545.1		Rhynchonycteris naso					mRhyNas2	male	GCA_037038545.1-GB_2025_12_01	Chromosome	2024-03-06	JBAKBI01	40
mAnoDer1.hap2	GCA_058744725.1		Anomalurus derbianus					mAnoDer1	female		Chromosome	2026-07-02	JBZXKE01	223
mMolNig1.hap2	GCA_039880925.1		Molossus nigricans					mMolNig1	male		Chromosome	2024-05-29	JBDPIJ01	282
mArtLit1.hap1	GCA_038363095.4		Artibeus lituratus					mArtLit1	male	GCA_038363095.4-GB_2026_04_09	Chromosome	2025-05-01	JBAWUQ03	486
mMolAlv2.hap1	GCA_037157525.1		Molossus alvarezi					mMolAlv2	female	GCA_037157525.1-GB_2025_08_26	Chromosome	2024-03-15	JBAWUI01	325
mPseCra1.hap2	GCA_039906525.1		Pseudorca crassidens					mPseCra1	male		Chromosome	2024-05-31	JBDMAV01	416
mPepEle1.hap1	GCA_051427945.1		Peponocephala electra					mPepEle1	male		Chromosome	2025-07-21	JBPPFT01	204
mTenEca1.hap2	GCA_050624465.1		Tenrec ecaudatus					mTenEca1	male		Chromosome	2025-05-30	JBNYUL01	1233
mTadTen1.hap2.1	GCA_976988855.1		Tadarida teniotis								Chromosome	2025-10-10	CDRKIN01	370
mLasEga1.hap1	GCA_058971415.1		Lasiurus ega					mLasEga1	male		Chromosome	2026-07-06	JBZXKN01	834
mLeoRos1.hap2	GCA_054824955.1		Leontopithecus rosalia					mLeoRos1	male		Chromosome	2026-01-29	JBTBFE01	274
mRhiHip2.hap2.2	GCA_964194215.2		Rhinolophus hipposideros								Chromosome	2025-04-12	CAXMLM02	980
mCenSen1.hap2	GCA_058972435.1		Centurio senex					mCenSen1	female		Chromosome	2026-07-06	JBZXLA01	654
mCteGun2.hap2	GCA_048771865.1		Ctenodactylus gundi					mCteGun2	female		Chromosome	2025-03-21	JBMERU01	1031
mPipNat1.hap1.2	GCA_964656225.2		Pipistrellus nathusii								Chromosome	2025-05-07	CAZZRB02	396
mCanAur2_v2	GCA_977927465.2		Canis aureus								Chromosome	2026-03-08	CDWWEX02	106
mPipNat.alt	GCA_963693525.1		Pipistrellus nathusii								Chromosome	2024-02-07	CAVNZY01	155
mTriInu1 haplotype 1	GCA_046562985.1		Trichechus inunguis					mTriInu1	male		Chromosome	2025-01-08	JBKGUE01	550
ASM4765524v1	GCA_047655245.1		Pygathrix nigripes					XQ-2025c	male	Annotation submitted by Northwest University	Chromosome	2025-02-11	JBLIYM01	718
mMyoMys1.hap2.1	GCA_964195625.1		Myotis mystacinus								Chromosome	2024-06-30	CAXMUD01	327
EulRuf_1.0	GCA_043251655.1		Eulemur rufifrons					eul_ruf1	female		Chromosome	2024-10-17	JBHGBP01	2980
PerEre_H1_v1	GCA_949786435.1		Peromyscus eremicus								Chromosome	2023-04-08	CATKUR01	4194
mfoi.min_150.pseudohap2.1_HiC	GCA_040938555.1		Martes foina		10xmfoi				male		Chromosome	2024-07-30	JBEHDV01	23286
ASM2022607v1	GCA_020226075.1		Hydropotes inermis					NWPU-IOZ-05	female		Chromosome	2021-10-05	JAGTXW01	1712
Tremarctos_ornatus_HiC	GCA_028551375.1		Tremarctos ornatus					Sample0412	female		Chromosome	2023-02-09	JAPYXY01	188811
Rousettus_madagascariensis_HiC	GCA_028533395.1		Rousettus madagascariensis					Sample2083			Chromosome	2023-02-09	JAPYYH01	1467186
Mungos_mungo_HiC	GCA_028533875.1		Mungos mungo					Fupi	male		Chromosome	2023-02-09	JAPYXW01	572361
Trachops_cirrhosus_HiC	GCA_028533065.1		Trachops cirrhosus					AMNH-AMCC-225240	male		Chromosome	2023-02-09	JAPYXV01	396519
Leontopithecus_rosalia_HiC	GCA_028533165.1		Leontopithecus rosalia					Coari	female		Chromosome	2023-02-09	JAPYYA01	342831
Felis_nigripes_HiC	GCA_028533295.1		Felis nigripes					Sample2599	female		Chromosome	2023-02-09	JAPYYG01	226952
Dasyurus_viverrinus_HiC	GCA_028643805.1		Dasyurus viverrinus					Sample4019	male		Chromosome	2023-02-17	JAQQSI01	386556
mAcoDim1_REL_1905	GCA_907164435.1		Acomys dimidiatus								Chromosome	2021-07-06	CAJQZA01	18302
ASM1349639v1	GCA_013496395.1		Giraffa tippelskirchi					OR1865	male		Chromosome	2020-07-24	RAWU01	75681
mZapHud1.hap2	GCA_057945655.1		Zapus hudsonius preblei					mZapHud1	male		Chromosome	2026-06-04	JBYDFF01	163
mZapHud1.hap1	GCA_057945845.1		Zapus hudsonius preblei					mZapHud1	male		Chromosome	2026-06-04	JBYDFE01	263
mZapHud2.hap1	GCA_057945945.1		Zapus hudsonius luteus					mZapHud2	male		Chromosome	2026-06-04	JBYDFG01	309
ASM4043811v1	GCA_040438115.1		Tragelaphus eurycerus isaaci					Barney_WCC	male		Chromosome	2024-07-02	JBBXMO01	34537
mCarSow1.hap2	GCA_051307135.1		Carollia sowelli					mCarSow1	female		Chromosome	2025-07-14	JBOBQS01	272
mGloMut1.hap2	GCA_039656995.1		Glossophaga mutica					mGloMut1	male		Chromosome	2024-05-17	JBCAQM01	71
mRhiDar1.hap2	GCA_057428265.1		Rhinolophus darlingi					mRhiDar1	male		Chromosome	2026-05-11	JBXXPV01	822
mRhiCli1.hap2	GCA_054645025.1		Rhinolophus clivosus					mRhiCli1	male		Chromosome	2026-01-22	JBTNED01	219
mCepZeb1.hap2	GCA_054099755.1		Cephalophula zebra					mCepZeb1	female		Chromosome	2025-12-18	JBSLPB01	677
mMyoSod1.hap2	GCA_057945245.1		Myotis sodalis					mMyoSod1	male		Chromosome	2026-06-04	JBXADW01	43
mEumNan1.hap2	GCA_058971805.1		Eumops nanus					mEumNan1	female		Chromosome	2026-07-06	JBZXKM01	114
mLopEvo1.hap2	GCA_051307065.1		Lophostoma evote					mLopEvo1	male		Chromosome	2025-07-14	JBOBQD01	148
mArtInt1.hap1	GCA_038363145.1		Artibeus intermedius					mArtInt1	male	GCA_038363145.1-GB_2025_08_26	Chromosome	2024-04-22	JBAWUS01	419
mMicMic1.hap1	GCA_051107205.1		Micronycteris microtis					mMicMic1	male		Chromosome	2025-06-26	JBPFCR01	189
mGarKee1.hap1	GCA_050655435.1		Gardnerycteris keenani					mGarKee1	male		Chromosome	2025-06-02	JBOKGH01	187
mDerPha1.hap1	GCA_051107565.1		Dermanura phaeotis					mDerPha1	male		Chromosome	2025-06-26	JBPCCM01	105
mPerGos1.hap2	GCA_057877455.1		Peromyscus gossypinus allapaticola					mPerGos1	male		Chromosome	2026-06-03	JBXXQD01	197
mEptFur1.hap1	GCA_054644455.1		Neoeptesicus furinalis					mEptFur1	female		Chromosome	2026-01-22	JBRANA01	127
mMyoTri1.hap2	GCA_054825045.1		Myotis tricolor					mMyoTri1	male		Chromosome	2026-01-29	JBTBFA01	118
mMyoPil1.hap2	GCA_057888765.1		Myotis pilosatibialis					mMyoPil1	female		Chromosome	2026-06-03	JBVAYL01	94
mEidDup1.hap1	GCA_059749095.1		Eidolon dupreanum					mEidDup1	female		Chromosome	2026-08-03	JCBABO01	80
mEptChi1.hap2	GCA_054099605.1		Neoeptesicus chiriquinus					mEptChi1	male		Chromosome	2025-12-18	JBSIDH01	112
mPteRuf1.hap1	GCA_056363885.1		Pteropus rufus					mPteRuf1	female		Chromosome	2026-03-27	JBWDIQ01	148
mMyoNes1.hap1	GCA_054855985.1		Myotis nesopolus					mMyoNes1	male		Chromosome	2026-01-30	JBTVNI01	192
mStuPar1.hap1	GCA_054855685.1		Sturnira parvidens					mStuPar1	male		Chromosome	2026-01-30	JBRFIG01	947
mPlaHel1.hap2	GCA_051107545.1		Platyrrhinus helleri					mPlaHel1	male		Chromosome	2025-06-26	JBPCCL01	265
mRhiBla1.hap1	GCA_057428245.1		Rhinolophus blasii					mRhiBla1	male		Chromosome	2026-05-11	JBXXPW01	196
mMyoEma1.hap2.2	GCA_965115945.2		Myotis emarginatus								Chromosome	2025-04-14	CBCPEK02	418
mRhiCys1.hap2	GCA_055761905.1		Rhinopoma cystops					mRhiCys1	male		Chromosome	2026-03-10	JBVQSY01	424
mNeoFlo1.hap2	GCA_050000045.1		Neotoma floridana					mNeoFlo1	male		Chromosome	2025-04-29	JBNBAY01	942
OncAre_H2_v1	GCA_949786425.1		Onychomys arenicola								Chromosome	2023-04-08	CATKUQ01	679
mOliNig2.hap2	GCA_057876665.1		Oligoryzomys nigripes					mOliNig2	female		Chromosome	2026-06-03	JBYHCS01	95
ASM4919089v1	GCA_049190895.1		Myospalax psilurus				Northeast China	NW-2023b	female		Chromosome	2025-03-31	JAVSCA01	1668
OncLeu_H1_v1	GCA_949786395.1		Onychomys leucogaster								Chromosome	2023-04-08	CATKUN01	1014
ASM2149845v1	GCA_021498455.1		Colobus guereza					KIZ-2021_5	male		Chromosome	2022-01-19	JAKFGS01	1657
mRhyPet1.hap1	GCA_043290085.1		Rhynchocyon petersi					mRhyPet1	male	GCA_043290085.1-GB_2025_12_03	Chromosome	2024-10-17	JBHNZN01	468
mBabCel1.hap2	GCA_057877285.1		Babyrousa celebensis					mBabCel1	male		Chromosome	2026-06-03	JBXADT01	1389
mLesInc1.hap2	GCA_054644215.1		Lestoros inca					mLesInc1	male		Chromosome	2026-01-22	JBTMPI01	98
mSicTri.2	GCA_982258855.1		Sicista trizona								Chromosome	2026-03-11	CEVEHX01	182
ASM2022605v1	GCA_020226055.1		Muntiacus crinifrons					NWPU-IOZ-02	male		Chromosome	2021-10-05	JAGTXT01	5860
Pteropus_rufus_HiC	GCA_028533765.1		Pteropus rufus					Sample2081			Chromosome	2023-02-10	JAPYYI01	469091
Eidolon_dupreanum_HiC	GCA_028627145.1		Eidolon dupreanum					Sample2082			Chromosome	2023-02-16	JAQQSQ01	1191098
Pithecia_pithecia_HiC	GCA_028551515.1		Pithecia pithecia					Jolene	female		Chromosome	2023-02-09	JAPYXZ01	1322362
Babyrousa_celebensis_HiC	GCA_028533215.1		Babyrousa celebensis					Remley	female		Chromosome	2023-02-09	JAPYYC01	696483
Sgui_1.0	GCA_059578245.1		Sotalia guianensis				Cananeia	MN-2026a			Chromosome	2026-07-22	JBXAXP01	46
LinearCen1.1 (normalized)	GCA_000442335.2		Homo sapiens						male		Chromosome	2013-12-06	DAAF01	146
CHM1_1.1	GCA_000306695.2	GCF_000306695.2	Homo sapiens					CHM1			Chromosome	2013-06-14	AMYH02	163
CHM1_1.1	GCF_000306695.2	GCA_000306695.2	Homo sapiens					CHM1		NCBI Homo sapiens Annotation Release 108	Chromosome	2013-06-14	AMYH02	163
HuRef	GCA_000002125.2	GCF_000002125.1	Homo sapiens						male		Chromosome	2007-09-24	ABBA01	4530
HuRef	GCF_000002125.1	GCA_000002125.2	Homo sapiens						male	NCBI Homo sapiens Annotation Release 106	Chromosome	2007-09-24	ABBA01	4530
CSA	GCA_000365445.1		Homo sapiens								Chromosome	2004-02-25	AADC01	54061
WGSA	GCA_000002115.2		Homo sapiens								Chromosome	2004-02-25	AADD01	4940
AKR_J_v3	GCA_922000895.2		Mus musculus								Chromosome	2022-07-01	CAKLHW02	194
FVB_NJ_v3	GCA_921998635.2		Mus musculus								Chromosome	2022-07-01	CAKLHT02	375
AKR_J_v1	GCA_001624295.1		Mus musculus		AKR/J				female		Chromosome	2016-04-26	LVXJ01	5952
Mm_Celera	GCA_000002165.1		Mus musculus		mixed					Annotation submitted by Celera Genomics	Chromosome	2009-03-04	AAHY01	668539
A_J_v1	GCA_001624215.1		Mus musculus		A/J				female		Chromosome	2016-04-26	LVXI01	4687
NZO_HlLtJ_v1	GCA_001624745.1		Mus musculus		NZO/HiLtJ				female		Chromosome	2016-04-26	LVXT01	7021
BALB_cJ_v1	GCA_001632525.1		Mus musculus		BALB/cJ				female		Chromosome	2016-05-09	LVXK01	3824
FVB_NJ_v1	GCA_001624535.1		Mus musculus		FVB/NJ				female		Chromosome	2016-04-26	LVXQ01	5012
C3H_HeJ_v1	GCA_001632575.1		Mus musculus		C3H/HeJ				female		Chromosome	2016-05-09	LVXL01	4068
129S1_SvImJ_v1	GCA_001624185.1		Mus musculus		129S1/SvImJ				female		Chromosome	2016-04-26	LVXH01	7153
DBA_2J_v1	GCA_001624505.1		Mus musculus		DBA/2J				female		Chromosome	2016-04-26	LVXP01	4104
CBA_J_v1	GCA_001624475.1		Mus musculus		CBA/J				female		Chromosome	2016-04-26	LVXO01	5465
C57BL_6NJ_v1	GCA_001632555.1		Mus musculus		C57BL/6NJ				female		Chromosome	2016-05-09	LVXM01	3893
LP_J_v1	GCA_001632615.1		Mus musculus		LP/J				female		Chromosome	2016-05-09	LVXR01	3498
NOD_ShiLtJ_v1	GCA_001624675.1		Mus musculus		NOD/ShiLtJ				female		Chromosome	2016-04-26	LVXS01	5543
PWK_PhJ_v1	GCA_001624775.1		Mus musculus musculus		PWK/PhJ				female		Chromosome	2016-04-26	LVXU01	3139
WSB_EiJ_v3	GCA_921998345.2		Mus musculus domesticus								Chromosome	2022-07-01	CAKLHL02	231
WSB_EiJ_v1	GCA_001624835.1		Mus musculus domesticus		WSB/EiJ				female		Chromosome	2016-04-26	LVXW01	2238
CAST_EiJ_v3	GCA_921999005.2		Mus musculus castaneus								Chromosome	2022-07-01	CAKLHS02	146
CAST_EiJ_v1	GCA_001624445.1		Mus musculus castaneus		CAST/EiJ				female		Chromosome	2016-04-26	LVXN01	2976
mRatBN7.2	GCA_015227675.2	GCF_015227675.2	Rattus norvegicus		BN/NHsdMcwi				male		Chromosome	2020-11-10	JACYVU01	175
mRatBN7.2	GCF_015227675.2	GCA_015227675.2	Rattus norvegicus		BN/NHsdMcwi				male	GCF_015227675.2-RS_2023_06	Chromosome	2020-11-10	JACYVU01	175
Rnor_6.0	GCA_000001895.4	GCF_000001895.5	Rattus norvegicus		mixed				pooled males and females		Chromosome	2014-07-01	AABR07	1394
Rnor_6.0	GCF_000001895.5	GCA_000001895.4	Rattus norvegicus		mixed				pooled males and females	NCBI Rattus norvegicus Annotation Release 106	Chromosome	2014-07-01	AABR07	1394
Rn_Celera	GCF_000002265.2	GCA_000002265.1	Rattus norvegicus		BN; Sprague-Dawley					NCBI Rattus norvegicus Annotation Release 106	Chromosome	2006-12-06	AAHX01	7271
Rn_Celera	GCA_000002265.1	GCF_000002265.2	Rattus norvegicus		BN; Sprague-Dawley					Annotation submitted by Celera Genomics	Chromosome	2006-12-06	AAHX01	392288
ASM5674852v1	GCA_056748525.1		Bos taurus	Mongolian				NMG16	male		Chromosome	2026-04-16	JAJGXD01	392
Btau_5.0.1	GCA_000003205.6	GCF_000003205.7	Bos taurus	Hereford					pooled male and female		Chromosome	2015-11-19	AAFC05	5998
Btau_5.0.1	GCF_000003205.7	GCA_000003205.6	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2015-11-19	AAFC05	5998
Bos_taurus_UMD_3.1.1	GCA_000003055.5	GCF_000003055.6	Bos taurus	Hereford					pooled male and female	Annotation submitted by Center for Bioinformatics and Computational Biology, University of Maryland	Chromosome	2014-11-25	DAAA02	6336
Bos_taurus_UMD_3.1.1	GCF_000003055.6	GCA_000003055.5	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2014-11-25	DAAA02	6336
UMICH_Zoey_3.1	GCA_005444595.1	GCF_005444595.1	Canis lupus familiaris	Great Dane				Zoey	female		Chromosome	2019-05-30	REHQ01	793
UMICH_Zoey_3.1	GCF_005444595.1	GCA_005444595.1	Canis lupus familiaris	Great Dane				Zoey	female	NCBI Canis lupus familiaris Annotation Release 106	Chromosome	2019-05-30	REHQ01	793
Mmul_10	GCA_003339765.3	GCF_003339765.1	Macaca mulatta					AG07107	female		Chromosome	2019-02-13	QNVO02	2978
Mmul_10	GCF_003339765.1	GCA_003339765.3	Macaca mulatta					AG07107	female	NCBI Macaca mulatta Annotation Release 103	Chromosome	2019-02-13	QNVO02	2978
Mmul_8.0.1	GCA_000772875.3	GCF_000772875.2	Macaca mulatta					17573	female		Chromosome	2015-11-30	JSUE03	286262
Mmul_8.0.1	GCF_000772875.2	GCA_000772875.3	Macaca mulatta					17573	female	NCBI Macaca mulatta Annotation Release 102	Chromosome	2015-11-30	JSUE03	286262
Mmul_051212	GCF_000002255.3	GCA_000002255.2	Macaca mulatta					17573	female	Annotation submitted by NCBI RefSeq	Chromosome	2006-02-27	AANU01	124035
Mmul_051212	GCA_000002255.2	GCF_000002255.3	Macaca mulatta					17573	female		Chromosome	2006-02-27	AANU01	124054
